intentType,obs_collection,provenance_name,instrument_name,project,filters,wavelength_region,target_name,target_classification,obs_id,s_ra,s_dec,dataproduct_type,proposal_pi,calib_level,t_min,t_max,t_exptime,em_min,em_max,obs_title,t_obs_release,proposal_id,proposal_type,sequence_number,s_region,jpegURL,dataURL,dataRights,mtFlag,srcDen,obsid,distance
science,SPITZER_SHA,SSC Pipeline,MIPS,,MIPS160,MILLIMETER,m31-4,,000000861600,10.554167,41.349167,image,"Rieke, George",2,53242.4487218,53242.4487702954,4.19,128999.99999999999,184000.0,Giant Extragalactic H II Regions in M31,53626.7763194,MIPS_M31_99,Spitzer,8787456,POLYGON 10.861306 41.332027 10.780083 41.265988 10.764867 41.276983 10.847081 41.342174 10.861306 41.332027,,https://irsa.ipac.caltech.edu/data/SPITZER/SHA/archive/proc/MIPS003900/r8787456/ch3/bcd/SPITZER_M3_8787456_0002_0137_8_fbcd.fits,PUBLIC,False,nan,217677152,218.90006668299856
science,SPITZER_SHA,SSC Pipeline,IRAC,,IRAC2,INFRARED,m 31 East,,000000BF8200,11.349875,41.269028,image,"Barmby, Pauline",2,53391.1385773,53391.1389245222,26.8,3990.0,5010.0,A Complete IRAC Map of M31,53416.69443277,PBARMBY_M31_3126,Spitzer,12550656,POLYGON 10.787811 41.147215 10.741469 41.225435 10.846068 41.260632 10.892165 41.181596 10.787811 41.147215,,https://irsa.ipac.caltech.edu/data/SPITZER/SHA/archive/proc/IRAC005800/r12550656/ch2/bcd/SPITZER_I2_12550656_0182_0000_6_cbcd.fits,PUBLIC,False,nan,217663130,218.90610718280934
science,SPITZER_SHA,SSC Pipeline,IRAC,,IRAC2,INFRARED,m 31 East,,000000BF8200,11.349875,41.269028,image,"Barmby, Pauline",2,53391.1385773,53391.1389245222,26.8,3990.0,5010.0,A Complete IRAC Map of M31,53416.69443277,PBARMBY_M31_3126,Spitzer,12550656,POLYGON 10.787811 41.147215 10.741469 41.225435 10.846068 41.260632 10.892165 41.181596 10.787811 41.147215,,https://irsa.ipac.caltech.edu/data/SPITZER/SHA/archive/proc/IRAC005800/r12550656/ch2/bcd/SPITZER_I2_12550656_0182_0000_6_bcd.fits,PUBLIC,False,nan,217663130,218.90610718280934
science,SPITZER_SHA,SSC Pipeline,IRAC,,IRAC4,INFRARED,m 31 East,,000000BF8200,11.349875,41.269028,image,"Barmby, Pauline",2,53391.1385773,53391.1389245222,26.8,6430.0,9280.0,A Complete IRAC Map of M31,53416.69443277,PBARMBY_M31_3126,Spitzer,12550656,POLYGON 10.789096 41.147186 10.741387 41.225371 10.84534 41.262022 10.89315 41.182685 10.789096 41.147186,,https://irsa.ipac.caltech.edu/data/SPITZER/SHA/archive/proc/IRAC005800/r12550656/ch4/bcd/SPITZER_I4_12550656_0182_0000_6_cbcd.fits,PUBLIC,False,nan,217663130,218.91473901536074
science,SPITZER_SHA,SSC Pipeline,IRAC,,IRAC4,INFRARED,m 31 East,,000000BF8200,11.349875,41.269028,image,"Barmby, Pauline",2,53391.1385773,53391.1389245222,26.8,6430.0,9280.0,A Complete IRAC Map of M31,53416.69443277,PBARMBY_M31_3126,Spitzer,12550656,POLYGON 10.789096 41.147186 10.741387 41.225371 10.84534 41.262022 10.89315 41.182685 10.789096 41.147186,,https://irsa.ipac.caltech.edu/data/SPITZER/SHA/archive/proc/IRAC005800/r12550656/ch4/bcd/SPITZER_I4_12550656_0182_0000_6_bcd.fits,PUBLIC,False,nan,217663130,218.91473901536074
science,SPITZER_SHA,SSC Pipeline,IRAC,,IRAC2,INFRARED,M31-Nova09,,000001109000,10.676583,41.145972,image,"Shafter, Allen W",2,54150.7660031,54150.7671605074,96.8,3990.0,5010.0,A Spitzer Survey of Selected Novae in M31,54526.66743044,M31NOVAEGO3_30192,Spitzer,17862656,POLYGON 10.665603 41.091462 10.606175 41.164475 10.703697 41.209623 10.763049 41.135778 10.665603 41.091462,,https://irsa.ipac.caltech.edu/data/SPITZER/SHA/archive/proc/IRAC009500/r17862656/ch2/bcd/SPITZER_I2_17862656_0013_0000_7_cbcd.fits,PUBLIC,False,nan,1728749,218.9762937305995
science,SPITZER_SHA,SSC Pipeline,IRAC,,IRAC2,INFRARED,M31-Nova09,,000001109000,10.676583,41.145972,image,"Shafter, Allen W",2,54150.7660031,54150.7671605074,96.8,3990.0,5010.0,A Spitzer Survey of Selected Novae in M31,54526.66743044,M31NOVAEGO3_30192,Spitzer,17862656,POLYGON 10.665603 41.091462 10.606175 41.164475 10.703697 41.209623 10.763049 41.135778 10.665603 41.091462,,https://irsa.ipac.caltech.edu/data/SPITZER/SHA/archive/proc/IRAC009500/r17862656/ch2/bcd/SPITZER_I2_17862656_0013_0000_7_bcd.fits,PUBLIC,False,nan,1728749,218.9762937305995
science,SPITZER_SHA,SSC Pipeline,IRAC,,IRAC2,INFRARED,m 31 center,,000000BF8A00,10.684667,41.269028,image,"Barmby, Pauline",2,53390.3052605209,53390.305552002,10.4,3990.0,5010.0,A Complete IRAC Map of M31,53416.69443277,PBARMBY_M31_3126,Spitzer,12552704,POLYGON 10.670234 41.328609 10.532383 41.561735 10.709034 41.62026 10.846374 41.386924 10.670234 41.328609,,https://irsa.ipac.caltech.edu/data/SPITZER/SHA/archive/proc/IRAC005800/r12552704/ch2/pbcd/SPITZER_I2_12552704_0071_6_E8316957_maic.fits,PUBLIC,False,nan,217659108,219.01922171745287
science,SPITZER_SHA,SSC Pipeline,IRAC,,IRAC3,INFRARED,m 31 center,,000000BF8A00,10.684667,41.269028,image,"Barmby, Pauline",2,53390.3052605209,53390.305552002,10.4,5020.0,6410.0,A Complete IRAC Map of M31,53416.69443277,PBARMBY_M31_3126,Spitzer,12552704,POLYGON 10.670234 41.328609 10.532383 41.561735 10.709034 41.62026 10.846374 41.386924 10.670234 41.328609,,https://irsa.ipac.caltech.edu/data/SPITZER/SHA/archive/proc/IRAC005800/r12552704/ch3/pbcd/SPITZER_I3_12552704_0071_6_E8325449_maic.fits,PUBLIC,False,nan,217659108,219.01922171745287
science,SPITZER_SHA,SSC Pipeline,IRAC,,IRAC4,INFRARED,m 31 center,,000000BF8A00,10.684667,41.269028,image,"Barmby, Pauline",2,53390.3052605209,53390.305552002,10.4,6430.0,9280.0,A Complete IRAC Map of M31,53416.69443277,PBARMBY_M31_3126,Spitzer,12552704,POLYGON 10.670234 41.328609 10.532383 41.561735 10.709034 41.62026 10.846374 41.386924 10.670234 41.328609,,https://irsa.ipac.caltech.edu/data/SPITZER/SHA/archive/proc/IRAC005800/r12552704/ch4/pbcd/SPITZER_I4_12552704_0071_6_E8317423_maic.fits,PUBLIC,False,nan,217659108,219.01922171745287
science,SPITZER_SHA,SSC Pipeline,IRAC,,IRAC1,INFRARED,m 31 center,,000000BF8A00,10.684667,41.269028,image,"Barmby, Pauline",2,53390.3052605209,53390.305552002,10.4,3170.0,3950.0000000000005,A Complete IRAC Map of M31,53416.69443277,PBARMBY_M31_3126,Spitzer,12552704,POLYGON 10.670234 41.328609 10.532383 41.561735 10.709034 41.62026 10.846374 41.386924 10.670234 41.328609,,https://irsa.ipac.caltech.edu/data/SPITZER/SHA/archive/proc/IRAC005800/r12552704/ch1/pbcd/SPITZER_I1_12552704_0071_6_E8327990_maic.fits,PUBLIC,False,nan,217659108,219.01922171745287
science,SPITZER_SHA,SSC Pipeline,MIPS,,MIPS160,MILLIMETER,m31-4,,000000861600,10.554167,41.349167,image,"Rieke, George",2,53242.4784738,53242.4785222954,4.19,128999.99999999999,184000.0,Giant Extragalactic H II Regions in M31,53626.7763194,MIPS_M31_99,Spitzer,8787456,POLYGON 10.770397 41.226931 10.6898 41.16057 10.674433 41.171422 10.756087 41.237007 10.770397 41.226931,,https://irsa.ipac.caltech.edu/data/SPITZER/SHA/archive/proc/MIPS003900/r8787456/ch3/bcd/SPITZER_M3_8787456_0005_0053_8_fbcd.fits,PUBLIC,False,nan,217677152,219.1125119647814
science,SPITZER_SHA,SSC Pipeline,MIPS,,MIPS160,MILLIMETER,m31-4,,000000861600,10.554167,41.349167,image,"Rieke, George",2,53242.4784738,53242.4785222954,4.19,128999.99999999999,184000.0,Giant Extragalactic H II Regions in M31,53626.7763194,MIPS_M31_99,Spitzer,8787456,POLYGON 10.770397 41.226931 10.6898 41.16057 10.674433 41.171422 10.756087 41.237007 10.770397 41.226931,,https://irsa.ipac.caltech.edu/data/SPITZER/SHA/archive/proc/MIPS003900/r8787456/ch3/bcd/SPITZER_M3_8787456_0005_0053_8_bcd.fits,PUBLIC,False,nan,217677152,219.1125119647814
science,SPITZER_SHA,SSC Pipeline,IRAC,,IRAC2,INFRARED,m 31 center,,000000E82500,10.691667,41.25,image,"Barmby, Pauline",2,53600.8160832,53600.8162220889,10.4,3990.0,5010.0,A Complete IRAC Map of M31,53980.89127312,PBARMBY_M31_3126,Spitzer,15213824,POLYGON 10.603936 41.248039 10.67255 41.179699 10.581358 41.12764 10.512609 41.196706 10.603936 41.248039,,https://irsa.ipac.caltech.edu/data/SPITZER/SHA/archive/proc/IRAC006800/r15213824/ch2/bcd/SPITZER_I2_15213824_0178_0000_6_cbcd.fits,PUBLIC,False,nan,1666301,219.37196142425245
science,SPITZER_SHA,SSC Pipeline,IRAC,,IRAC2,INFRARED,m 31 center,,000000E82500,10.691667,41.25,image,"Barmby, Pauline",2,53600.8160832,53600.8162220889,10.4,3990.0,5010.0,A Complete IRAC Map of M31,53980.89127312,PBARMBY_M31_3126,Spitzer,15213824,POLYGON 10.603936 41.248039 10.67255 41.179699 10.581358 41.12764 10.512609 41.196706 10.603936 41.248039,,https://irsa.ipac.caltech.edu/data/SPITZER/SHA/archive/proc/IRAC006800/r15213824/ch2/bcd/SPITZER_I2_15213824_0178_0000_6_bcd.fits,PUBLIC,False,nan,1666301,219.37196142425245
science,SPITZER_SHA,SSC Pipeline,IRAC,,IRAC2,INFRARED,m 31 center,,000000E82500,10.691667,41.25,image,"Barmby, Pauline",2,53600.8159304,53600.8160692889,10.4,3990.0,5010.0,A Complete IRAC Map of M31,53980.89127312,PBARMBY_M31_3126,Spitzer,15213824,POLYGON 10.603921 41.24804 10.672536 41.179699 10.581343 41.127641 10.512594 41.196706 10.603921 41.24804,,https://irsa.ipac.caltech.edu/data/SPITZER/SHA/archive/proc/IRAC006800/r15213824/ch2/bcd/SPITZER_I2_15213824_0177_0000_6_cbcd.fits,PUBLIC,False,nan,1666301,219.40219359365892
science,SPITZER_SHA,SSC Pipeline,IRAC,,IRAC2,INFRARED,m 31 center,,000000E82500,10.691667,41.25,image,"Barmby, Pauline",2,53600.8159304,53600.8160692889,10.4,3990.0,5010.0,A Complete IRAC Map of M31,53980.89127312,PBARMBY_M31_3126,Spitzer,15213824,POLYGON 10.603921 41.24804 10.672536 41.179699 10.581343 41.127641 10.512594 41.196706 10.603921 41.24804,,https://irsa.ipac.caltech.edu/data/SPITZER/SHA/archive/proc/IRAC006800/r15213824/ch2/bcd/SPITZER_I2_15213824_0177_0000_6_bcd.fits,PUBLIC,False,nan,1666301,219.40219359365892
science,SPITZER_SHA,SSC Pipeline,IRS,,IRS-SL,INFRARED,M31bulge,,0000014A4100,10.645833,41.350278,spectrum,"Fazio, Giovanni",2,54349.9760237038,54349.976193611,14.679982233792543,5200.0,14500.0,Mysterious PAHs in M31,54733.67895821,M31PAH_40032,Spitzer,21643520,POLYGON 10.638604 41.356174 10.639581 41.356895 10.674858 41.329956 10.673882 41.329236 10.638604 41.356174,,https://irsa.ipac.caltech.edu/data/SPITZER/SHA/archive/proc/IRSX008400/r21643520/ch0/pbcd/SPITZER_S0_21643520_0028_5_E7635841_coa2d.fits,PUBLIC,False,nan,1735904,219.70935743705533
science,SPITZER_SHA,SSC Pipeline,IRS,,IRS-SL,INFRARED,M31bulge,,0000014A4100,10.645833,41.350278,spectrum,"Fazio, Giovanni",2,54349.9760237,54349.9761936074,14.68,5200.0,14500.0,Mysterious PAHs in M31,54733.67895821,M31PAH_40032,Spitzer,21643520,POLYGON 10.638604 41.356174 10.639581 41.356895 10.674858 41.329956 10.673882 41.329236 10.638604 41.356174,,https://irsa.ipac.caltech.edu/data/SPITZER/SHA/archive/proc/IRSX008400/r21643520/ch0/bcd/SPITZER_S0_21643520_0028_0000_5_bcd.fits,PUBLIC,False,nan,1735904,219.70935743705533
science,SPITZER_SHA,SSC Pipeline,IRAC,,IRAC4,INFRARED,m 31 center,,000000E82600,10.691667,41.25,image,"Barmby, Pauline",2,53600.6630821,53600.6632209889,10.4,6430.0,9280.0,A Complete IRAC Map of M31,53980.89127312,PBARMBY_M31_3126,Spitzer,15214080,POLYGON 10.60322 41.24825 10.673031 41.180102 10.582805 41.126834 10.512429 41.195973 10.60322 41.24825,,https://irsa.ipac.caltech.edu/data/SPITZER/SHA/archive/proc/IRAC006800/r15214080/ch4/bcd/SPITZER_I4_15214080_0178_0000_6_bcd.fits,PUBLIC,False,nan,1679957,219.73223772812466
science,SPITZER_SHA,SSC Pipeline,IRAC,,IRAC4,INFRARED,m 31 center,,000000E82600,10.691667,41.25,image,"Barmby, Pauline",2,53600.6630821,53600.6632209889,10.4,6430.0,9280.0,A Complete IRAC Map of M31,53980.89127312,PBARMBY_M31_3126,Spitzer,15214080,POLYGON 10.60322 41.24825 10.673031 41.180102 10.582805 41.126834 10.512429 41.195973 10.60322 41.24825,,https://irsa.ipac.caltech.edu/data/SPITZER/SHA/archive/proc/IRAC006800/r15214080/ch4/bcd/SPITZER_I4_15214080_0178_0000_6_cbcd.fits,PUBLIC,False,nan,1679957,219.73223772812466
science,SPITZER_SHA,SSC Pipeline,IRAC,,IRAC4,INFRARED,m 31 center,,000000E82600,10.691667,41.25,image,"Barmby, Pauline",2,53600.6629295,53600.6630683889,10.4,6430.0,9280.0,A Complete IRAC Map of M31,53980.89127312,PBARMBY_M31_3126,Spitzer,15214080,POLYGON 10.603203 41.248248 10.673014 41.1801 10.582788 41.126832 10.512411 41.195971 10.603203 41.248248,,https://irsa.ipac.caltech.edu/data/SPITZER/SHA/archive/proc/IRAC006800/r15214080/ch4/bcd/SPITZER_I4_15214080_0177_0000_6_cbcd.fits,PUBLIC,False,nan,1679957,219.77308473753567
science,SPITZER_SHA,SSC Pipeline,IRAC,,IRAC4,INFRARED,m 31 center,,000000E82600,10.691667,41.25,image,"Barmby, Pauline",2,53600.6629295,53600.6630683889,10.4,6430.0,9280.0,A Complete IRAC Map of M31,53980.89127312,PBARMBY_M31_3126,Spitzer,15214080,POLYGON 10.603203 41.248248 10.673014 41.1801 10.582788 41.126832 10.512411 41.195971 10.603203 41.248248,,https://irsa.ipac.caltech.edu/data/SPITZER/SHA/archive/proc/IRAC006800/r15214080/ch4/bcd/SPITZER_I4_15214080_0177_0000_6_bcd.fits,PUBLIC,False,nan,1679957,219.77308473753567
science,SPITZER_SHA,SSC Pipeline,IRAC,,IRAC2,INFRARED,m 31 East,,000000BF8300,11.349875,41.269028,image,"Barmby, Pauline",2,53391.0376019,53391.0379491222,26.8,3990.0,5010.0,A Complete IRAC Map of M31,53416.69443277,PBARMBY_M31_3126,Spitzer,12550912,POLYGON 10.787724 41.14679 10.741481 41.225042 10.846123 41.260166 10.892121 41.181097 10.787724 41.14679,,https://irsa.ipac.caltech.edu/data/SPITZER/SHA/archive/proc/IRAC005800/r12550912/ch2/bcd/SPITZER_I2_12550912_0182_0000_6_bcd.fits,PUBLIC,False,nan,217656948,219.9391730934729
science,SPITZER_SHA,SSC Pipeline,IRAC,,IRAC2,INFRARED,m 31 East,,000000BF8300,11.349875,41.269028,image,"Barmby, Pauline",2,53391.0376019,53391.0379491222,26.8,3990.0,5010.0,A Complete IRAC Map of M31,53416.69443277,PBARMBY_M31_3126,Spitzer,12550912,POLYGON 10.787724 41.14679 10.741481 41.225042 10.846123 41.260166 10.892121 41.181097 10.787724 41.14679,,https://irsa.ipac.caltech.edu/data/SPITZER/SHA/archive/proc/IRAC005800/r12550912/ch2/bcd/SPITZER_I2_12550912_0182_0000_6_cbcd.fits,PUBLIC,False,nan,217656948,219.9391730934729
science,SPITZER_SHA,SSC Pipeline,IRAC,,IRAC4,INFRARED,m 31 East,,000000BF8300,11.349875,41.269028,image,"Barmby, Pauline",2,53391.0376019,53391.0379491222,26.8,6430.0,9280.0,A Complete IRAC Map of M31,53416.69443277,PBARMBY_M31_3126,Spitzer,12550912,POLYGON 10.78901 41.14676 10.741399 41.224979 10.845397 41.261556 10.893107 41.182186 10.78901 41.14676,,https://irsa.ipac.caltech.edu/data/SPITZER/SHA/archive/proc/IRAC005800/r12550912/ch4/bcd/SPITZER_I4_12550912_0182_0000_6_bcd.fits,PUBLIC,False,nan,217656948,219.94663275670732
science,SPITZER_SHA,SSC Pipeline,IRAC,,IRAC4,INFRARED,m 31 East,,000000BF8300,11.349875,41.269028,image,"Barmby, Pauline",2,53391.0376019,53391.0379491222,26.8,6430.0,9280.0,A Complete IRAC Map of M31,53416.69443277,PBARMBY_M31_3126,Spitzer,12550912,POLYGON 10.78901 41.14676 10.741399 41.224979 10.845397 41.261556 10.893107 41.182186 10.78901 41.14676,,https://irsa.ipac.caltech.edu/data/SPITZER/SHA/archive/proc/IRAC005800/r12550912/ch4/bcd/SPITZER_I4_12550912_0182_0000_6_cbcd.fits,PUBLIC,False,nan,217656948,219.94663275670732
science,SPITZER_SHA,SSC Pipeline,MIPS,,MIPS70,INFRARED,m31-4,,000000861600,10.554167,41.349167,image,"Rieke, George",2,53242.4468103,53242.4468587954,4.19,55000.0,92000.0,Giant Extragalactic H II Regions in M31,53626.7763194,MIPS_M31_99,Spitzer,8787456,POLYGON 10.932437 41.269587 10.846321 41.210473 10.76547 41.275794 10.851634 41.335347 10.932437 41.269587,,https://irsa.ipac.caltech.edu/data/SPITZER/SHA/archive/proc/MIPS003900/r8787456/ch2/bcd/SPITZER_M2_8787456_0002_0102_8_fbcd.fits,PUBLIC,False,nan,217677152,219.98423536808892
science,SPITZER_SHA,SSC Pipeline,MIPS,,MIPS70,INFRARED,m31-4,,000000861600,10.554167,41.349167,image,"Rieke, George",2,53242.4468103,53242.4468587954,4.19,55000.0,92000.0,Giant Extragalactic H II Regions in M31,53626.7763194,MIPS_M31_99,Spitzer,8787456,POLYGON 10.932437 41.269587 10.846321 41.210473 10.76547 41.275794 10.851634 41.335347 10.932437 41.269587,,https://irsa.ipac.caltech.edu/data/SPITZER/SHA/archive/proc/MIPS003900/r8787456/ch2/bcd/SPITZER_M2_8787456_0002_0102_8_bcd.fits,PUBLIC,False,nan,217677152,219.98423536808892
science,SPITZER_SHA,SSC Pipeline,IRAC,,IRAC3,INFRARED,m 31 center,,000000BF8600,10.684667,41.269028,image,"Barmby, Pauline",2,53390.6290779,53390.6292167889,10.4,5020.0,6410.0,A Complete IRAC Map of M31,53416.69443277,PBARMBY_M31_3126,Spitzer,12551680,POLYGON 10.654616 41.096951 10.60769 41.175775 10.712346 41.211277 10.75988 41.131774 10.654616 41.096951,,https://irsa.ipac.caltech.edu/data/SPITZER/SHA/archive/proc/IRAC005800/r12551680/ch3/bcd/SPITZER_I3_12551680_0185_0000_6_bcd.fits,PUBLIC,False,nan,218235549,220.01446256460417
science,SPITZER_SHA,SSC Pipeline,IRAC,,IRAC3,INFRARED,m 31 center,,000000BF8600,10.684667,41.269028,image,"Barmby, Pauline",2,53390.6290779,53390.6292167889,10.4,5020.0,6410.0,A Complete IRAC Map of M31,53416.69443277,PBARMBY_M31_3126,Spitzer,12551680,POLYGON 10.654616 41.096951 10.60769 41.175775 10.712346 41.211277 10.75988 41.131774 10.654616 41.096951,,https://irsa.ipac.caltech.edu/data/SPITZER/SHA/archive/proc/IRAC005800/r12551680/ch3/bcd/SPITZER_I3_12551680_0185_0000_6_cbcd.fits,PUBLIC,False,nan,218235549,220.01446256460417
science,SPITZER_SHA,SSC Pipeline,IRAC,,IRAC3,INFRARED,m 31 center,,000000BF8600,10.684667,41.269028,image,"Barmby, Pauline",2,53390.6292306,53390.6293694889,10.4,5020.0,6410.0,A Complete IRAC Map of M31,53416.69443277,PBARMBY_M31_3126,Spitzer,12551680,POLYGON 10.65464 41.096959 10.607715 41.175783 10.712372 41.211284 10.759904 41.13178 10.65464 41.096959,,https://irsa.ipac.caltech.edu/data/SPITZER/SHA/archive/proc/IRAC005800/r12551680/ch3/bcd/SPITZER_I3_12551680_0186_0000_6_cbcd.fits,PUBLIC,False,nan,218235549,220.01470977729647
science,SPITZER_SHA,SSC Pipeline,IRAC,,IRAC3,INFRARED,m 31 center,,000000BF8600,10.684667,41.269028,image,"Barmby, Pauline",2,53390.6292306,53390.6293694889,10.4,5020.0,6410.0,A Complete IRAC Map of M31,53416.69443277,PBARMBY_M31_3126,Spitzer,12551680,POLYGON 10.65464 41.096959 10.607715 41.175783 10.712372 41.211284 10.759904 41.13178 10.65464 41.096959,,https://irsa.ipac.caltech.edu/data/SPITZER/SHA/archive/proc/IRAC005800/r12551680/ch3/bcd/SPITZER_I3_12551680_0186_0000_6_bcd.fits,PUBLIC,False,nan,218235549,220.01470977729647
science,SPITZER_SHA,SSC Pipeline,IRS,,IRS-SL,INFRARED,M31bulge,,0000014A4100,10.645833,41.350278,spectrum,"Fazio, Giovanni",2,54349.9764289,54349.9765988074,14.68,5200.0,14500.0,Mysterious PAHs in M31,54733.67895821,M31PAH_40032,Spitzer,21643520,POLYGON 10.63909 41.356534 10.640067 41.357255 10.675344 41.330316 10.674368 41.329596 10.63909 41.356534,,https://irsa.ipac.caltech.edu/data/SPITZER/SHA/archive/proc/IRSX008400/r21643520/ch0/bcd/SPITZER_S0_21643520_0029_0000_5_bcd.fits,PUBLIC,False,nan,1735904,220.82354682212363
science,SPITZER_SHA,SSC Pipeline,IRS,,IRS-SL,INFRARED,M31bulge,,0000014A4100,10.645833,41.350278,spectrum,"Fazio, Giovanni",2,54349.9764289353,54349.9765988425,14.679982233792543,5200.0,14500.0,Mysterious PAHs in M31,54733.67895821,M31PAH_40032,Spitzer,21643520,POLYGON 10.63909 41.356534 10.640067 41.357255 10.675344 41.330316 10.674368 41.329596 10.63909 41.356534,,https://irsa.ipac.caltech.edu/data/SPITZER/SHA/archive/proc/IRSX008400/r21643520/ch0/pbcd/SPITZER_S0_21643520_0029_5_E7635840_coa2d.fits,PUBLIC,False,nan,1735904,220.82354682212363
science,SPITZER_SHA,SSC Pipeline,IRAC,,IRAC1,INFRARED,M31-Nova09,,000001109000,10.676583,41.145972,image,"Shafter, Allen W",2,54150.771128,54150.7722854074,96.8,3170.0,3950.0000000000005,A Spitzer Survey of Selected Novae in M31,54526.66743044,M31NOVAEGO3_30192,Spitzer,17862656,POLYGON 10.649366 41.088451 10.589603 41.162089 10.687126 41.207391 10.747775 41.133576 10.649366 41.088451,,https://irsa.ipac.caltech.edu/data/SPITZER/SHA/archive/proc/IRAC009500/r17862656/ch1/bcd/SPITZER_I1_17862656_0017_0000_7_bcd.fits,PUBLIC,False,nan,1728749,220.98936624438934
science,SPITZER_SHA,SSC Pipeline,IRAC,,IRAC1,INFRARED,M31-Nova09,,000001109000,10.676583,41.145972,image,"Shafter, Allen W",2,54150.771128,54150.7722854074,96.8,3170.0,3950.0000000000005,A Spitzer Survey of Selected Novae in M31,54526.66743044,M31NOVAEGO3_30192,Spitzer,17862656,POLYGON 10.649366 41.088451 10.589603 41.162089 10.687126 41.207391 10.747775 41.133576 10.649366 41.088451,,https://irsa.ipac.caltech.edu/data/SPITZER/SHA/archive/proc/IRAC009500/r17862656/ch1/bcd/SPITZER_I1_17862656_0017_0000_7_cbcd.fits,PUBLIC,False,nan,1728749,220.98936624438934
science,SPITZER_SHA,SSC Pipeline,IRAC,,IRAC4,INFRARED,M31-G198,,000000A61400,10.748333,41.322028,image,"Rich, Michael R",2,53574.2653145,53574.2656617222,26.8,6430.0,9280.0,A Local Group Inventory of Simple Stellar Populations,53958.79770821,RICH-LGGC_3400,Spitzer,10884096,POLYGON 10.868071 41.286177 10.914387 41.207505 10.80989 41.171883 10.763291 41.251624 10.868071 41.286177,,https://irsa.ipac.caltech.edu/data/SPITZER/SHA/archive/proc/IRAC006700/r10884096/ch4/bcd/SPITZER_I4_10884096_0152_0000_6_cbcd.fits,PUBLIC,False,nan,1642706,221.4182429215837
science,SPITZER_SHA,SSC Pipeline,IRAC,,IRAC4,INFRARED,M31-G198,,000000A61400,10.748333,41.322028,image,"Rich, Michael R",2,53574.2653145,53574.2656617222,26.8,6430.0,9280.0,A Local Group Inventory of Simple Stellar Populations,53958.79770821,RICH-LGGC_3400,Spitzer,10884096,POLYGON 10.868071 41.286177 10.914387 41.207505 10.80989 41.171883 10.763291 41.251624 10.868071 41.286177,,https://irsa.ipac.caltech.edu/data/SPITZER/SHA/archive/proc/IRAC006700/r10884096/ch4/bcd/SPITZER_I4_10884096_0152_0000_6_bcd.fits,PUBLIC,False,nan,1642706,221.4182429215837
science,SPITZER_SHA,SSC Pipeline,IRAC,,IRAC4,INFRARED,M31-G198,,000000A61400,10.748333,41.322028,image,"Rich, Michael R",2,53574.2649488,53574.2652960222,26.8,6430.0,9280.0,A Local Group Inventory of Simple Stellar Populations,53958.79770821,RICH-LGGC_3400,Spitzer,10884096,POLYGON 10.868082 41.286176 10.914398 41.207504 10.809901 41.171882 10.763302 41.251623 10.868082 41.286176,,https://irsa.ipac.caltech.edu/data/SPITZER/SHA/archive/proc/IRAC006700/r10884096/ch4/bcd/SPITZER_I4_10884096_0151_0000_6_bcd.fits,PUBLIC,False,nan,1642706,221.44783786406933
science,SPITZER_SHA,SSC Pipeline,IRAC,,IRAC4,INFRARED,M31-G198,,000000A61400,10.748333,41.322028,image,"Rich, Michael R",2,53574.2649488,53574.2652960222,26.8,6430.0,9280.0,A Local Group Inventory of Simple Stellar Populations,53958.79770821,RICH-LGGC_3400,Spitzer,10884096,POLYGON 10.868082 41.286176 10.914398 41.207504 10.809901 41.171882 10.763302 41.251623 10.868082 41.286176,,https://irsa.ipac.caltech.edu/data/SPITZER/SHA/archive/proc/IRAC006700/r10884096/ch4/bcd/SPITZER_I4_10884096_0151_0000_6_cbcd.fits,PUBLIC,False,nan,1642706,221.44783786406933
science,SPITZER_SHA,SSC Pipeline,IRAC,,IRAC4,INFRARED,M31-G198,,000000A61400,10.748333,41.322028,image,"Rich, Michael R",2,53574.2645832,53574.2649304222,26.8,6430.0,9280.0,A Local Group Inventory of Simple Stellar Populations,53958.79770821,RICH-LGGC_3400,Spitzer,10884096,POLYGON 10.868094 41.286179 10.91441 41.207507 10.809912 41.171885 10.763313 41.251625 10.868094 41.286179,,https://irsa.ipac.caltech.edu/data/SPITZER/SHA/archive/proc/IRAC006700/r10884096/ch4/bcd/SPITZER_I4_10884096_0150_0000_6_bcd.fits,PUBLIC,False,nan,1642706,221.47442167133923
science,SPITZER_SHA,SSC Pipeline,IRAC,,IRAC4,INFRARED,M31-G198,,000000A61400,10.748333,41.322028,image,"Rich, Michael R",2,53574.2645832,53574.2649304222,26.8,6430.0,9280.0,A Local Group Inventory of Simple Stellar Populations,53958.79770821,RICH-LGGC_3400,Spitzer,10884096,POLYGON 10.868094 41.286179 10.91441 41.207507 10.809912 41.171885 10.763313 41.251625 10.868094 41.286179,,https://irsa.ipac.caltech.edu/data/SPITZER/SHA/archive/proc/IRAC006700/r10884096/ch4/bcd/SPITZER_I4_10884096_0150_0000_6_cbcd.fits,PUBLIC,False,nan,1642706,221.47442167133923
