pl_name,hostname,pl_orbper,pl_radj,pl_bmassj,pl_orbeccen,pl_eqt,st_teff,st_rad,st_mass
TYC 3667-1280-1 b,TYC 3667-1280-1,26.468,nan,5.4,0.036,1350.0,5130.0,6.26,1.87
K2-30 b,K2-30,4.098503,1.039,0.579,0.0,1092.0,5425.0,0.84,0.9
KELT-10 b,KELT-10,4.1662739,1.399,0.679,nan,1377.0,5948.0,1.21,1.11
OGLE-2012-BLG-0724L b,OGLE-2012-BLG-0724L,nan,nan,0.47,nan,nan,nan,nan,0.29
TRAPPIST-1 b,TRAPPIST-1,1.510826,0.1,0.00432,nan,nan,2566.0,0.12,0.09
TRAPPIST-1 c,TRAPPIST-1,2.421937,0.098,0.00412,nan,nan,2566.0,0.12,0.09
TRAPPIST-1 d,TRAPPIST-1,4.049219,0.07,0.00122,nan,nan,2566.0,0.12,0.09
K2-34 b,K2-34,2.9956348,1.227,nan,nan,1687.0,6168.0,1.42,1.16
WASP-119 b,WASP-119,2.49979,1.4,1.23,0.058,1600.0,5650.0,1.2,1.02
WASP-124 b,WASP-124,3.37265,1.24,0.6,0.017,1400.0,6050.0,1.02,1.07
WASP-126 b,WASP-126,3.28883,nan,0.28411,nan,nan,5800.0,1.27,1.12
WASP-129 b,WASP-129,5.748145,0.93,1.0,0.096,1100.0,5900.0,0.9,1.0
WASP-133 b,WASP-133,2.176423,1.21,1.16,0.17,1790.0,5700.0,1.44,1.16
Kepler-539 c,Kepler-539,1000.0,nan,2.4,0.5,253.0,5820.0,0.95,1.05
HD 191806 b,HD 191806,1603.38923,nan,9.334,0.213,nan,nan,nan,1.07
HD 214823 b,HD 214823,1854.84424,nan,18.61,0.161,nan,nan,nan,1.11
HD 221585 b,HD 221585,1173.0,nan,1.61,0.123,nan,5620.0,nan,1.19
Kepler-1647 b,Kepler-1647,1107.5923,1.059,1.51968,0.0581,nan,6210.0,1.79,1.22
MOA-2013-BLG-605L b,MOA-2013-BLG-605L,nan,nan,0.0102,nan,nan,nan,nan,0.02
HD 219828 c,HD 219828,4789.87297,nan,16.054,0.811,nan,nan,nan,1.04
WASP-120 b,WASP-120,3.6112706,1.473,4.85,0.057,1880.0,6450.0,1.87,1.39
WASP-123 b,WASP-123,2.9776412,1.318,0.899,0.0,1520.0,5740.0,1.28,1.17
HATS-25 b,HATS-25,4.2986432,1.26,0.613,0.176,1277.0,5715.0,1.11,0.99
HATS-26 b,HATS-26,3.3023881,1.75,0.65,0.245,1918.0,6071.0,2.04,1.3
HATS-27 b,HATS-27,4.637038,1.5,0.53,0.581,1659.0,6438.0,1.74,1.42
HATS-28 b,HATS-28,3.1810781,1.194,0.672,0.202,1253.0,5498.0,0.92,0.93
HATS-29 b,HATS-29,4.6058749,1.251,0.653,0.158,1212.0,5670.0,1.07,1.03
HATS-30 b,HATS-30,3.1743516,1.175,0.706,0.096,1414.0,5943.0,1.06,1.09
Kepler-502 b,Kepler-502,4.28686431,0.426,nan,nan,nan,6125.0,1.22,1.15
WASP-121 b,WASP-121,1.27492504,1.753,1.157,0.0,nan,nan,1.46,1.36
MOA-2010-BLG-353L b,MOA-2010-BLG-353L,nan,nan,0.27,nan,nan,nan,nan,0.18
V830 Tau b,V830 Tau,4.927,nan,0.7,nan,nan,4250.0,2.0,1.0
HATS-15 b,HATS-15,1.74748753,1.105,2.17,0.126,1505.0,5311.0,0.92,0.87
HATS-16 b,HATS-16,2.686502,1.3,3.27,0.0,1592.0,5738.0,1.24,0.97
WASP-157 b,WASP-157,3.951623,0.998,nan,nan,1193.0,5772.0,1.1,1.06
K2-38 b,K2-38,4.01593,0.148,0.02423,0.11,1310.0,5705.0,1.14,1.05
K2-38 c,K2-38,10.56103,0.222,0.02328,0.086,949.0,5705.0,1.14,1.05
HIP 41378 b,HIP 41378,15.572098,nan,nan,nan,nan,6226.0,1.34,1.17
HIP 41378 c,HIP 41378,31.70648,nan,nan,nan,nan,6226.0,1.34,1.17
HIP 41378 d,HIP 41378,1114.0,nan,nan,nan,nan,6226.0,1.34,1.17
HIP 41378 e,HIP 41378,nan,nan,nan,nan,nan,6226.0,1.34,1.17
HIP 41378 f,HIP 41378,1084.0,nan,nan,nan,nan,6226.0,1.34,1.17
NGC 2682 YBP 401 b,NGC 2682 YBP 401,4.087,nan,0.46,0.15,nan,6165.0,nan,1.14
WASP-113 b,WASP-113,4.54216875,1.409,0.475,0.0,1496.0,5890.0,1.61,1.32
WASP-114 b,WASP-114,1.5487743,1.339,1.769,0.012,2043.0,5940.0,1.43,1.29
OGLE-2015-BLG-0954L b,OGLE-2015-BLG-0954L,nan,nan,3.4,nan,nan,nan,nan,0.3
GJ 3998 b,GJ 3998,2.64977,nan,0.00777,0.0,nan,3722.0,0.49,0.5
GJ 3998 c,GJ 3998,13.74,nan,0.0197,0.049,nan,3722.0,0.49,0.5
BD+20 594 b,BD+20 594,41.6855,0.23,0.07,0.0,nan,5766.0,1.08,1.67
Kepler-760 b,Kepler-760,8.70419416,0.273,nan,nan,nan,5322.0,0.85,0.89
KIC 7917485 b,KIC 7917485,840.0,nan,11.8,0.15,nan,7067.0,nan,1.63
HD 87646 b,HD 87646,13.481,nan,12.4,0.05,nan,5770.0,1.55,1.12
Proxima Cen b,Proxima Cen,11.1868,nan,0.00337,0.02,nan,2900.0,0.14,0.12
K2-95 b,K2-95,10.1346454,0.295,nan,nan,474.0,3566.0,0.4,0.41
HD 3167 b,HD 3167,0.959641,0.149,0.01564,0.0,1774.0,5261.0,0.88,0.84
HD 3167 c,HD 3167,29.8454,0.268,0.03502,0.06,564.0,5261.0,0.88,0.84
HD 133131 A b,HD 133131 A,649.0,nan,1.42,0.33,nan,5799.0,nan,0.95
HD 133131 A c,HD 133131 A,3568.0,nan,0.42,0.49,nan,5799.0,nan,0.95
HD 133131 B b,HD 133131 B,5769.0,nan,2.5,0.61,nan,5805.0,nan,0.93
HR 2562 b,HR 2562,nan,1.11,30.0,nan,1200.0,nan,nan,1.3
Kepler-266 b,Kepler-266,6.61833,0.221,nan,nan,nan,5885.0,1.03,nan
KELT-17 b,KELT-17,3.0801716,1.525,1.31,nan,2087.0,7454.0,1.65,1.64
WASP-92 b,WASP-92,2.1746742,1.461,0.805,0.0,1871.0,6280.0,1.34,1.19
WASP-93 b,WASP-93,2.7325321,1.597,1.47,0.0,1942.0,6700.0,1.52,1.33
WASP-118 b,WASP-118,4.0460435,1.44,0.514,0.0,1729.0,6410.0,1.7,1.32
HD 111998 b,HD 111998,810.0,nan,4.8,0.13,nan,nan,nan,1.4
HAT-P-65 b,HAT-P-65,2.60544751,1.611,0.554,nan,1818.0,5872.0,1.67,1.3
HAT-P-66 b,HAT-P-66,2.972086,1.59,0.783,0.09,1896.0,6002.0,1.88,1.25
OGLE-2007-BLG-349L AB c,OGLE-2007-BLG-349L A,2557.0,nan,0.25171,nan,nan,nan,nan,0.41
HATS-11 b,HATS-11,3.619188,1.609,nan,nan,1596.0,6563.0,1.54,1.33
HATS-12 b,HATS-12,3.142702,0.692,nan,nan,1446.0,6357.0,1.17,1.16
GJ 676 A c,GJ 676 A,13921.42302,nan,13.492,0.295,nan,nan,nan,0.63
OGLE-2015-BLG-0051L b,OGLE-2015-BLG-0051L,nan,nan,0.72,nan,nan,nan,nan,0.1
Kepler-56 d,Kepler-56,1002.0,nan,5.61,0.2,nan,4819.44,4.22,nan
HD 42618 b,HD 42618,149.61,nan,0.04531,0.19,337.0,5727.0,1.0,1.01
HD 164922 c,HD 164922,75.74,nan,0.0409,0.12,nan,5390.0,0.95,0.93
rho CrB c,rho CrB,102.19,nan,0.08873,0.096,nan,5817.0,1.34,0.95
HATS-18 b,HATS-18,0.83784,1.329,1.9795,nan,2069.48,5600.0,1.02,1.04
OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,nan,nan,0.11,nan,nan,nan,nan,0.57
OGLE-2014-BLG-1760L b,OGLE-2014-BLG-1760L,nan,nan,0.56,nan,nan,nan,nan,0.51
HD 9174 b,HD 9174,1179.0,nan,1.11,0.12,nan,5577.0,1.67,1.03
Kepler-761 b,Kepler-761,10.12804789,0.181,nan,nan,nan,5706.0,0.93,0.95
HD 68402 b,HD 68402,1103.0,nan,3.07,0.03,nan,5950.0,1.02,1.12
HD 72892 b,HD 72892,39.44603,nan,5.468,0.419,nan,nan,nan,1.01
HD 128356 b,HD 128356,298.2,nan,0.89,0.57,nan,4875.0,0.85,0.65
HD 147873 b,HD 147873,116.596,nan,5.14,0.207,nan,5972.0,2.29,1.38
HD 147873 c,HD 147873,491.54,nan,2.3,0.23,nan,5972.0,2.29,1.38
HD 165155 b,HD 165155,434.5,nan,2.89,0.2,nan,5426.0,0.95,1.02
HD 224538 b,HD 224538,1202.05199,nan,6.531,0.476,nan,nan,nan,1.23
2MASS J22362452+4751425 b,2MASS J22362452+4751425,nan,nan,12.5,nan,nan,4045.0,nan,0.6
GJ 536 b,GJ 536,8.7076,nan,0.01686,0.08,nan,3685.0,0.5,0.52
WASP-130 b,WASP-130,11.55098,0.89,1.23,0.0,833.0,5625.0,0.96,1.04
WASP-131 b,WASP-131,5.322023,1.22,0.27,0.0,1460.0,6030.0,1.53,1.06
WASP-132 b,WASP-132,7.133514,0.897,nan,0.07,nan,4714.0,0.75,0.78
WASP-139 b,WASP-139,5.924262,0.8,0.117,0.0,910.0,5310.0,0.8,0.92
WASP-140 b,WASP-140,2.2359835,1.44,2.44,0.047,1320.0,5260.0,0.87,0.9
WASP-141 b,WASP-141,3.310651,1.21,2.69,0.0,1540.0,5900.0,1.37,1.25
WASP-142 b,WASP-142,2.052868,1.53,0.84,0.0,2000.0,6010.0,1.64,1.33
HATS-31 b,HATS-31,3.37796,1.64,0.88,0.233,1823.0,6050.0,1.87,1.27
HATS-32 b,HATS-32,2.8126548,1.249,0.92,0.471,1437.0,5700.0,1.1,1.1
HATS-33 b,HATS-33,2.5495551,1.23,1.192,0.08,1429.0,5659.0,1.02,1.06
HATS-34 b,HATS-34,2.1061607,1.43,0.941,0.108,1445.0,5380.0,0.98,0.95
Kepler-418 b,Kepler-418,86.67856,1.2,1.1,0.2,nan,5820.0,1.09,0.98
HATS-35 b,HATS-35,1.8209993,1.464,1.222,0.306,2037.0,6300.0,1.43,1.32
HD 86950 b,HD 86950,1270.0,nan,3.6,0.17,nan,4805.0,8.8,1.66
HD 222076 b,HD 222076,871.0,nan,1.56,0.08,nan,4806.0,4.1,1.07
WASP-127 b,WASP-127,4.17806203,1.311,0.1647,0.0,nan,nan,1.33,0.95
WASP-136 b,WASP-136,5.215357,1.38,1.51,nan,1742.0,6260.0,2.21,1.41
WASP-138 b,WASP-138,3.634433,1.09,1.22,nan,1590.0,6272.0,1.36,1.22
K2-101 b,K2-101,14.6762429,0.178,nan,nan,618.0,4927.0,0.76,0.82
K2-102 b,K2-102,9.915615,0.116,nan,0.1,nan,4695.0,0.71,0.77
EPIC 211822797 b,EPIC 211822797,21.1701963,0.171,nan,nan,431.0,4057.0,0.58,0.62
OGLE-2014-BLG-0676L b,OGLE-2014-BLG-0676L,nan,nan,3.68,nan,nan,nan,nan,0.73
XO-6 b,XO-6,3.7650007,2.07,4.4,0.0,1577.0,6720.0,1.93,1.47
HD 30177 c,HD 30177,12085.45186,nan,6.15,0.039,nan,nan,nan,0.98
EPIC 220674823 b,EPIC 220674823,0.571292,0.154,0.02583,0.0,2300.0,5532.0,0.99,0.95
EPIC 220674823 c,EPIC 220674823,13.3397,0.253,0.028,0.13,805.0,5532.0,0.99,0.95
K2-107 b,K2-107,3.313959,1.426,nan,nan,1649.0,6061.0,1.81,1.3
WASP-53 b,WASP-53,3.3098443,1.074,2.132,0.03,1053.0,4953.0,0.8,0.84
WASP-53 c,WASP-53,2840.0,nan,16.35,0.8369,nan,4953.0,0.8,0.84
WASP-81 b,WASP-81,2.7164762,1.429,0.729,0.066,1623.0,5870.0,1.28,1.08
TAP 26 b,TAP 26,10.79,nan,1.66,nan,nan,4620.0,1.17,1.04
KELT-16 b,KELT-16,0.9689951,1.415,2.75,0.0,2453.0,6236.0,1.36,1.21
TRAPPIST-1 e,TRAPPIST-1,6.101013,0.082,0.00218,nan,nan,2566.0,0.12,0.09
TRAPPIST-1 f,TRAPPIST-1,9.20754,0.093,0.00327,nan,nan,2566.0,0.12,0.09
TRAPPIST-1 g,TRAPPIST-1,12.352446,0.101,0.00416,nan,nan,2566.0,0.12,0.09
TRAPPIST-1 h,TRAPPIST-1,18.772866,0.067,0.00103,nan,nan,2566.0,0.12,0.09
HD 106315 b,HD 106315,9.55237,0.218,0.03964,0.093,1153.0,6327.0,1.3,1.09
HD 106315 c,HD 106315,21.05704,0.388,0.04782,0.22,886.0,6327.0,1.3,1.09
HD 17674 b,HD 17674,623.8,nan,0.87,0.13,nan,5904.0,1.18,0.98
HD 42012 b,HD 42012,857.5,nan,1.6,0.2,nan,5405.0,0.82,0.83
HD 29021 b,HD 29021,1362.3,nan,2.4,0.459,nan,5560.0,0.85,0.85
HATS-22 b,HATS-22,4.7228124,0.953,2.74,0.079,858.0,4803.0,0.69,0.76
Kepler-474 b,Kepler-474,5.66067294,0.273,nan,nan,nan,5785.0,1.08,0.99
HATS-23 b,HATS-23,2.1605156,1.86,1.47,0.114,1654.0,5780.0,1.2,1.12
HATS-24 b,HATS-24,1.3484978,1.395,2.26,0.0,2166.0,6125.0,1.12,1.07
Kepler-20 g,Kepler-20,34.94,nan,0.0628,0.15,524.0,5495.0,0.96,0.95
NGC 2682 Sand 978 b,NGC 2682 Sand 978,511.21,nan,2.18,0.16,nan,4200.0,nan,1.37
GJ 3138 b,GJ 3138,1.22003,nan,0.0056,0.19,nan,3717.0,0.5,0.68
GJ 3138 c,GJ 3138,5.974,nan,0.01315,0.11,nan,3717.0,0.5,0.68
GJ 3138 d,GJ 3138,257.8,nan,0.03304,0.32,nan,3717.0,0.5,0.68
GJ 3323 b,GJ 3323,5.3636,nan,0.00636,0.23,nan,3159.0,0.12,0.16
GJ 3323 c,GJ 3323,40.54,nan,0.00727,0.17,nan,3159.0,0.12,0.16
GJ 273 b,GJ 273,18.6498,nan,0.00909,0.1,nan,3382.0,0.29,0.29
Kepler-768 b,Kepler-768,11.3910025,0.16,nan,nan,nan,5108.0,0.78,0.82
GJ 273 c,GJ 273,4.7234,nan,0.00371,0.17,nan,3382.0,0.29,0.29
GJ 3293 d,GJ 3293,48.1345,nan,0.02391,0.12,nan,3466.0,0.4,0.42
GJ 3293 e,GJ 3293,13.2543,nan,0.01032,0.21,nan,3466.0,0.4,0.42
HAT-P-67 b,HAT-P-67,4.8101025,2.085,0.34,0.0,1903.0,6406.0,2.55,1.64
Kepler-19 d,Kepler-19,62.95,nan,0.07079,0.05,nan,5544.0,0.86,0.94
Kepler-150 f,Kepler-150,637.2093,0.325,nan,nan,nan,5528.0,0.91,0.97
Qatar-3 b,Qatar-3,2.5079204,1.096,4.31,0.0,1681.0,6007.0,1.27,1.15
Qatar-4 b,Qatar-4,1.8053564,1.135,6.1,0.0,1385.0,5215.0,0.85,0.9
Qatar-5 b,Qatar-5,2.8792319,1.107,4.32,0.0,1415.0,5747.0,1.08,1.13
LHS 1140 b,LHS 1140,24.73723,0.154,0.01762,0.043,226.0,3096.0,0.22,0.18
HIP 67537 b,HIP 67537,2523.64713,nan,13.558,0.586,nan,nan,nan,2.32
KELT-18 b,KELT-18,2.8717518,1.57,1.18,0.0,2085.0,6670.0,1.91,1.52
KELT-12 b,KELT-12,5.031623,1.78,0.95,0.0,1800.0,6279.0,2.37,1.59
KELT-11 b,KELT-11,4.7361,1.35,0.171,0.0007,nan,5375.0,2.69,1.44
OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,nan,nan,0.0045,nan,nan,nan,nan,0.08
MOA-2016-BLG-227L b,MOA-2016-BLG-227L,nan,nan,2.8,nan,nan,nan,nan,0.29
KELT-9 b,KELT-9,1.4811235,1.891,2.88,0.0,4050.0,10170.0,2.36,2.52
HD 3167 d,HD 3167,8.4112,nan,0.01362,0.12,nan,5261.0,0.88,0.84
HD 20794 e,HD 20794,147.02,nan,0.01501,0.29,nan,nan,nan,0.81
HD 27894 c,HD 27894,36.07,nan,0.162,0.015,nan,nan,nan,0.8
HD 27894 d,HD 27894,5019.54244,nan,6.493,0.343,nan,nan,nan,0.81
BD+03 2562 b,BD+03 2562,481.9,nan,6.4,0.2,nan,4095.0,32.35,1.14
HD 177565 b,HD 177565,44.505,nan,0.04751,0.0593,nan,nan,nan,1.0
MOA-2012-BLG-505L b,MOA-2012-BLG-505L,nan,nan,0.0211,nan,nan,nan,nan,0.1
TYC 4282-00605-1 b,TYC 4282-00605-1,101.54,nan,10.78,0.28,nan,4300.0,16.21,0.97
HIP 65426 b,HIP 65426,nan,1.5,9.0,nan,1500.0,8840.0,1.77,1.96
WASP-167 b,WASP-167,2.0219596,1.58,8.0,nan,2329.0,7000.0,1.79,1.59
K2-113 b,K2-113,5.817685,1.083,nan,nan,1098.0,5660.0,1.24,1.04
MXB 1658-298 b,MXB 1658-298,760.0,nan,23.7,nan,nan,nan,nan,nan
tau Cet g,tau Cet,20.0,nan,0.00551,0.06,nan,nan,nan,0.78
tau Cet h,tau Cet,49.41,nan,0.00576,0.23,nan,nan,nan,0.78
tau Cet e,tau Cet,162.87,nan,0.01237,0.18,nan,nan,nan,0.78
tau Cet f,tau Cet,636.13,nan,0.01237,0.16,nan,nan,nan,0.78
WASP-91 b,WASP-91,2.798581,1.03,1.34,0.0,1160.0,4920.0,0.86,0.84
WASP-105 b,WASP-105,7.87288,0.96,1.8,0.0,900.0,5070.0,0.9,0.89
WASP-107 b,WASP-107,5.7214742,nan,0.096,0.06,nan,4425.0,0.67,0.68
YZ Cet b,YZ Cet,2.02087,nan,0.0022,0.06,471.2,3151.0,0.16,0.14
YZ Cet c,YZ Cet,3.05989,nan,0.00359,0.0,410.3,3151.0,0.16,0.14
YZ Cet d,YZ Cet,4.65626,nan,0.00343,0.07,356.7,3151.0,0.16,0.14
MOA-2012-BLG-006L b,MOA-2012-BLG-006L,nan,nan,8.4,nan,nan,nan,nan,0.49
CoRoTID 223977153 b,CoRoTID 223977153,6.71837,0.57,0.15,nan,938.0,5970.0,0.79,1.08
OGLE-2016-BLG-0263L b,OGLE-2016-BLG-0263L,nan,nan,4.1,nan,nan,nan,nan,0.13
GJ 625 b,GJ 625,14.628,nan,0.00887,0.13,nan,3499.0,0.31,0.3
HD 208897 b,HD 208897,358.27,nan,1.194,0.02,nan,4860.0,4.98,1.25
K2-117 c,K2-117,5.444017,0.184,nan,nan,537.0,3778.0,0.51,0.54
K2-118 b,K2-118,50.92092,0.227,nan,0.2,nan,4726.29,0.73,0.76
K2-125 b,K2-125,21.750264,0.194,nan,0.08,nan,3654.47,0.4,0.49
K2-128 b,K2-128,5.675819,0.127,nan,0.23,nan,4469.51,0.78,0.71
K2-129 b,K2-129,8.239493,0.093,nan,0.13,nan,3459.09,0.36,0.36
K2-130 b,K2-130,2.49412,0.112,nan,0.17,nan,4356.47,0.74,0.7
K2-131 b,K2-131,0.3693038,0.151,0.02486,0.0,2223.0,5120.0,0.76,0.8
GJ 1148 c,GJ 1148,532.58,nan,0.21414,0.342,nan,3287.0,0.36,0.34
K2-132 b,K2-132,9.1751,1.3,0.49,nan,nan,4840.0,3.85,1.08
K2-133 b,K2-133,3.07133,0.12,nan,nan,nan,3655.0,0.46,0.46
K2-133 c,K2-133,4.86784,0.143,nan,nan,nan,3655.0,0.46,0.46
K2-133 d,K2-133,11.02454,0.179,nan,nan,nan,3655.0,0.46,0.46
WASP-151 b,WASP-151,4.5334775,1.187,0.316,0.0,1312.0,nan,1.18,1.08
WASP-153 b,WASP-153,3.332609,1.55,0.39,0.009,1700.0,5914.0,1.73,1.34
WASP-156 b,WASP-156,3.8361623,0.538,0.13152,0.0,934.498327568,4987.0,0.83,0.87
OGLE-2013-BLG-0132L b,OGLE-2013-BLG-0132L,nan,nan,0.29,nan,nan,nan,nan,0.54
OGLE-2013-BLG-1721L b,OGLE-2013-BLG-1721L,nan,nan,0.64,nan,nan,nan,nan,0.46
HD 34445 c,HD 34445,214.67,nan,0.168,0.036,nan,5836.0,1.38,1.07
HD 34445 d,HD 34445,117.87,nan,0.097,0.027,nan,5836.0,1.38,1.07
HD 34445 e,HD 34445,49.175,nan,0.0529,0.09,nan,5836.0,1.38,1.07
HD 34445 f,HD 34445,676.8,nan,0.119,0.031,nan,5836.0,1.38,1.07
HD 34445 g,HD 34445,5700.0,nan,0.38,0.032,nan,5836.0,1.38,1.07
MASCARA-1 b,MASCARA-1,2.14877381,1.597,nan,0.00034,2594.3,7490.0,2.08,1.9
GJ 9827 b,GJ 9827,1.208974,0.128,0.01347,nan,1035.01,4236.0,0.58,0.62
GJ 9827 c,GJ 9827,3.648103,0.101,0.00585,nan,715.94,4236.0,0.58,0.62
GJ 9827 d,GJ 9827,6.20183,0.177,0.0095,nan,675.0,4236.0,0.58,0.62
KELT-20 b,KELT-20,3.4741085,1.741,3.382,nan,2262.0,8720.0,1.56,1.76
NGTS-1 b,NGTS-1,2.647298,1.33,0.812,0.016,790.0,3916.0,0.57,0.62
K2-136 b,K2-136,7.9752,0.09,0.01353,0.14,610.0,4500.0,0.68,0.74
K2-136 c,K2-136,17.30713,0.268,0.05695,0.047,470.0,4500.0,0.68,0.74
K2-136 d,K2-136,25.575,0.14,0.00944,0.071,420.0,4500.0,0.68,0.74
K2-137 b,K2-137,0.179719,0.057,nan,nan,nan,3697.0,0.29,nan
Ross 128 b,Ross 128,9.8658,nan,0.0044,0.116,301.0,3192.0,0.2,0.17
HD 76920 b,HD 76920,415.891,nan,3.13,0.8782,nan,4664.0,8.33,1.0
HD 40956 b,HD 40956,578.6,nan,2.7,0.24,nan,4869.0,8.56,2.0
HD 111591 b,HD 111591,1056.4,nan,4.4,0.26,nan,4884.0,8.03,1.94
HD 113996 b,HD 113996,610.2,nan,6.3,0.28,nan,4181.0,25.11,1.49
OGLE-2016-BLG-1190L b,OGLE-2016-BLG-1190L,1220.0,nan,13.38,0.42,nan,nan,nan,0.88
OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,nan,nan,4.18,nan,nan,nan,nan,0.72
K2-139 b,K2-139,28.380619,0.813,nan,nan,524.0,5370.0,0.88,0.96
Kepler-80 g,Kepler-80,14.64558,0.101,nan,nan,418.0,4540.0,0.68,0.83
Kepler-90 i,KOI-351,14.44912,0.118,nan,nan,709.0,6015.0,1.29,1.12
K2-18 c,K2-18,8.962,nan,0.02363,0.47,363.0,3457.0,0.41,0.36
HD 176986 b,HD 176986,6.4898,nan,0.01806,0.066,nan,4931.0,0.78,0.79
HD 176986 c,HD 176986,16.8191,nan,0.02888,0.111,nan,4931.0,0.78,0.79
GJ 3942 b,GJ 3942,6.905,nan,0.02246,0.121,590.0,3867.0,0.61,0.63
Kepler-500 b,Kepler-500,8.5083244,0.23,nan,nan,nan,5813.0,1.03,1.02
Kepler-269 b,Kepler-269,5.326718,0.22,nan,nan,nan,5847.0,0.96,nan
PSR J2322-2650 b,PSR J2322-2650,0.322964,nan,0.7949,0.0017,nan,nan,nan,1.4
K2-140 b,K2-140,6.569188,1.21,0.93,0.0,962.0,5585.0,1.06,0.96
HD 147379 b,HD 147379,86.58,nan,0.06796,0.063,nan,4090.0,nan,0.58
HATS-50 b,HATS-50,3.8297015,1.13,0.39,0.516,nan,5990.0,1.12,1.17
HATS-51 b,HATS-51,3.3488702,1.41,0.768,0.33,1553.0,5758.0,1.44,1.19
HATS-52 b,HATS-52,1.36665436,1.382,2.24,0.246,1834.0,6010.0,1.05,1.11
HATS-53 b,HATS-53,3.8537768,1.34,0.595,0.33,1312.0,5644.0,1.1,0.96
K2-138 b,K2-138,2.35309,0.135,0.00975,0.048,nan,5356.3,0.86,0.94
K2-138 c,K2-138,3.56004,0.205,0.01985,0.045,nan,5356.3,0.86,0.94
K2-138 d,K2-138,5.40479,0.213,0.02492,0.043,nan,5356.3,0.86,0.94
Kepler-775 b,Kepler-775,0.97486893,0.106,nan,nan,nan,5468.0,0.84,0.92
K2-138 e,K2-138,8.26146,0.302,0.04081,0.077,nan,5356.3,0.86,0.94
K2-138 f,K2-138,12.75758,0.259,0.00513,0.062,nan,5356.3,0.86,0.94
KELT-19 A b,KELT-19 A,4.6117093,1.91,4.07,nan,1935.0,7500.0,1.83,1.62
K2-141 b,K2-141,0.2803244,0.135,0.01564,0.0,2103.0,4570.0,0.68,0.71
K2-141 c,K2-141,7.7485,0.624,0.02517,0.092,695.0,4570.0,0.68,0.71
HD 238914 b,HD 238914,4100.0,nan,6.0,0.56,nan,4769.0,12.73,1.47
TYC 3318-01333-1 b,TYC 3318-01333-1,562.0,nan,3.42,0.098,nan,4776.0,5.9,1.19
BD+48 740 b,BD+48 740,733.0,nan,1.7,0.76,nan,4534.0,10.33,1.09
K2-147 b,K2-147,0.961939,0.131,nan,0.38,1077.0,3690.0,0.58,0.56
K2-148 b,K2-148,4.38395,0.119,nan,nan,nan,4079.0,0.63,0.65
Kepler-776 b,Kepler-776,4.89718784,0.114,nan,nan,nan,5071.0,0.78,0.83
K2-148 c,K2-148,6.9226,0.154,nan,nan,nan,4079.0,0.63,0.65
K2-148 d,K2-148,9.7579,0.146,nan,nan,nan,4079.0,0.63,0.65
K2-149 b,K2-149,11.332,0.146,nan,nan,nan,3745.0,0.57,0.59
K2-150 b,K2-150,10.59357,0.178,nan,nan,nan,3499.0,0.44,0.46
K2-152 b,K2-152,32.6479,0.204,nan,nan,337.0,4044.0,0.61,0.63
K2-153 b,K2-153,7.51574,0.178,nan,nan,497.0,3845.0,0.53,0.55
K2-154 b,K2-154,3.67626,0.178,nan,nan,715.0,4097.0,0.63,0.65
K2-154 c,K2-154,7.95486,0.185,nan,nan,552.0,4097.0,0.63,0.65
K2-155 b,K2-155,6.342,0.161,nan,nan,708.0,4258.0,0.58,0.65
K2-155 c,K2-155,13.85,0.232,nan,nan,583.0,4258.0,0.58,0.65
K2-155 d,K2-155,40.718,0.17,nan,nan,381.0,4258.0,0.58,0.65
KELT-21 b,KELT-21,3.6127647,1.586,3.91,0.0,2051.0,7598.0,1.64,1.46
HD 215152 d,HD 215152,10.86499,nan,0.00881,0.0,nan,4935.0,0.73,0.77
HD 215152 e,HD 215152,25.1967,nan,0.00905,0.0,nan,4935.0,0.73,0.77
TCP J05074264+2447555 b,TCP J05074264+2447555,nan,nan,0.06293,nan,nan,nan,nan,0.59
Kepler-1654 b,Kepler-1654,1047.8356,0.819,0.5,0.26,206.0,5597.0,1.18,1.01
UKIRT-2017-BLG-001L b,UKIRT-2017-BLG-001L,nan,nan,1.28,nan,nan,nan,nan,0.81
OGLE-2017-BLG-0173L b,OGLE-2017-BLG-0173L,nan,nan,0.01029,nan,nan,nan,nan,0.4
MOA-2010-BLG-117L b,MOA-2010-BLG-117L,nan,nan,0.54,nan,nan,nan,nan,0.58
K2-232 b,K2-232,11.168454,1.0,0.398,0.258,1030.0,6154.0,1.16,1.19
K2-231 b,K2-231,13.841901,0.223,nan,nan,nan,5695.0,0.95,1.01
HATS-39 b,HATS-39,4.5776348,1.57,0.63,0.275,1645.0,6572.0,1.62,1.38
HATS-40 b,HATS-40,3.2642736,1.58,1.59,0.312,2101.0,6460.0,2.26,1.56
HATS-41 b,HATS-41,4.193649,1.33,9.7,0.38,1710.0,6424.0,1.71,1.5
HATS-42 b,HATS-42,2.292102,1.4,1.88,0.229,1856.0,6060.0,1.48,1.27
OGLE-2017-BLG-1522L b,OGLE-2017-BLG-1522L,nan,nan,0.75,nan,nan,nan,nan,0.04
HD 158996 b,HD 158996,820.2,nan,14.0,0.13,nan,4069.0,50.3,1.8
