MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,PLX_VALUE,PMRA,PMDEC,PM_ERR_MAJA,PM_ERR_MINA,PM_ERR_ANGLE,SP_TYPE,FLUX_V,SCRIPT_NUMBER_ID
Kepler-732b,18 54 55.6759,+45 57 31.522,14,14,0.016,0.018,90,A,O,2020yCat.1350....0G,5.768,-41.253,-52.813,0.021,0.024,90,,,0
Kepler-414c,19 51 50.7704,+48 14 39.740,14,14,0.009,0.011,90,A,O,2020yCat.1350....0G,2.418,2.819,-8.353,0.014,0.016,90,,,0
HD 238894b,18 31 46.4908,+56 39 03.067,14,14,0.011,0.010,90,A,O,2020yCat.1350....0G,8.582,-10.431,-40.205,0.016,0.013,90,,,0
TOI-4010d,01 20 51.4586,+66 04 20.241,14,14,0.007,0.008,90,A,O,2020yCat.1350....0G,5.665,38.484,-20.556,0.009,0.012,90,,,0
Kepler-452b,19 44 00.8860,+44 16 39.171,14,14,0.009,0.011,90,A,O,2020yCat.1350....0G,1.805,9.987,8.943,0.013,0.014,90,,,0
NAME G 226-66b,17 35 34.4785,+61 40 53.628,14,14,0.014,0.015,90,A,O,2020yCat.1350....0G,69.892,261.923,-514.499,0.015,0.018,90,,,0
HD  97037b,11 10 13.3432,-07 23 21.847,14,14,0.020,0.015,90,A,O,2020yCat.1350....0G,30.804,-238.340,-173.313,0.028,0.018,90,,,0
HD 213240b,22 31 00.3663,-49 25 59.768,14,14,0.014,0.016,90,A,O,2020yCat.1350....0G,24.425,-135.912,-193.844,0.017,0.020,90,,,0
Kepler-1687b,19 18 58.2737,+50 47 13.383,14,14,0.024,0.022,90,A,O,2020yCat.1350....0G,2.401,4.288,2.683,0.034,0.027,90,,,0
Kepler-399c,19 58 00.4156,+40 40 14.889,14,14,0.074,0.079,90,A,O,2020yCat.1350....0G,1.106,-1.345,-8.267,0.098,0.104,90,,,0
Kepler-260b,19 27 42.2320,+38 00 50.802,14,14,0.011,0.013,90,A,O,2020yCat.1350....0G,1.617,-0.218,-13.814,0.015,0.018,90,,,0
Kepler-1172b,19 21 53.8843,+37 45 59.635,14,14,0.021,0.025,90,A,O,2020yCat.1350....0G,0.729,-5.648,-3.611,0.029,0.034,90,,,0
Kepler-1677b,19 53 58.3855,+47 00 46.942,14,14,0.010,0.011,90,A,O,2020yCat.1350....0G,1.319,-0.047,3.961,0.013,0.013,90,,,0
Kepler-344c,19 29 59.9116,+46 19 27.849,14,14,0.019,0.021,90,A,O,2020yCat.1350....0G,0.980,-3.486,-14.381,0.024,0.025,90,,,0
HD 167042b,18 10 31.6398,+54 17 11.592,14,14,0.029,0.028,90,A,O,2020yCat.1350....0G,20.131,107.630,247.345,0.034,0.031,90,,,0
Kepler-861b,19 29 24.9425,+46 13 34.593,14,14,0.022,0.024,90,A,O,2020yCat.1350....0G,1.181,5.671,-6.848,0.027,0.030,90,,,0
Kepler-732c,18 54 55.6759,+45 57 31.522,14,14,0.016,0.018,90,A,O,2020yCat.1350....0G,5.768,-41.253,-52.813,0.021,0.024,90,,,0
Kepler-1036b,19 40 43.5971,+49 56 44.869,14,14,0.010,0.012,90,A,O,2020yCat.1350....0G,2.038,8.175,4.687,0.013,0.014,90,,,0
K2-254c,12 22 12.1833,-04 43 02.058,14,14,0.014,0.011,90,A,O,2020yCat.1350....0G,4.359,6.591,-12.135,0.021,0.016,90,,,0
Kepler-1109b,19 26 35.0968,+39 23 47.862,14,14,0.012,0.014,90,A,O,2020yCat.1350....0G,1.402,5.119,-3.793,0.016,0.018,90,,,0
Kepler-1805b,19 00 20.7672,+40 53 56.477,14,14,0.015,0.018,90,A,O,2020yCat.1350....0G,4.530,1.505,6.777,0.019,0.023,90,,,0
Kepler-1431b,19 30 38.0176,+49 51 54.647,14,14,0.019,0.020,90,A,O,2020yCat.1350....0G,0.577,-2.219,-6.440,0.028,0.027,90,,,0
Kepler-1668b,19 49 24.5567,+46 05 45.399,14,14,0.022,0.026,90,A,O,2020yCat.1350....0G,0.704,-1.933,-3.114,0.030,0.032,90,,,0
Kepler-481b,19 27 37.6887,+49 15 43.374,14,14,0.011,0.012,90,A,O,2020yCat.1350....0G,1.246,-7.605,6.396,0.015,0.015,90,,,0
BD+48  2893b,19 24 07.7659,+49 02 24.928,14,14,0.009,0.011,90,A,O,2020yCat.1350....0G,6.930,-7.305,-10.454,0.012,0.013,90,,,0
BD+27  1311b,07 05 42.2436,+27 28 14.986,14,14,0.013,0.015,90,A,O,2020yCat.1350....0G,43.800,-48.793,-96.691,0.016,0.013,90,,,0
TOI-2257b,12 58 57.6816,+77 39 41.689,14,14,0.015,0.013,90,A,O,2020yCat.1350....0G,17.283,-36.035,31.408,0.021,0.018,90,,,0
Kepler-456b,19 15 57.9791,+41 13 22.914,14,14,0.011,0.012,90,A,O,2020yCat.1350....0G,1.396,7.360,8.451,0.015,0.017,90,,,0
BD-08  2823b,10 00 47.7204,-09 31 00.044,14,14,0.013,0.013,90,A,O,2020yCat.1350....0G,24.182,-375.416,25.602,0.016,0.015,90,,,0
Kepler-85e,19 23 53.6255,+45 17 25.088,14,14,0.016,0.017,90,A,O,2020yCat.1350....0G,1.259,-0.028,-6.137,0.019,0.022,90,,,0
GJ 3779 b,13 22 56.7475,+24 28 03.598,14,14,0.026,0.021,90,A,O,2020yCat.1350....0G,72.727,-615.705,-864.893,0.044,0.029,90,,,0
Kepler-1145b,19 41 13.9502,+43 02 39.762,14,14,0.019,0.023,90,A,O,2020yCat.1350....0G,1.429,4.479,5.577,0.025,0.028,90,,,0
HD 120411b,13 50 06.2797,-40 50 08.881,14,14,0.014,0.018,90,A,O,2020yCat.1350....0G,8.017,-28.907,-22.248,0.020,0.028,90,,,0
CD-38  1467c,04 11 51.9468,-37 56 23.219,14,14,0.008,0.010,90,A,O,2020yCat.1350....0G,8.099,-11.061,12.347,0.010,0.014,90,,,0
Kepler-63b,19 16 54.2861,+49 32 53.451,14,14,0.010,0.009,90,A,O,2020yCat.1350....0G,5.116,14.375,23.336,0.013,0.011,90,,,0
NGTS-9b,09 27 40.9609,-19 20 51.559,14,14,0.010,0.010,90,A,O,2020yCat.1350....0G,1.661,-5.950,1.836,0.012,0.010,90,,,0
K2-76b,22 28 25.3435,-06 05 12.002,14,14,0.018,0.019,90,A,O,2020yCat.1350....0G,1.318,-5.433,-11.707,0.026,0.025,90,,,0
Kepler-240c,19 24 38.1063,+40 45 00.918,14,14,0.021,0.025,90,A,O,2020yCat.1350....0G,1.272,-2.247,-10.293,0.027,0.031,90,,,0
HD 121056b,13 53 52.0613,-35 18 51.691,14,14,0.028,0.040,90,A,O,2020yCat.1350....0G,15.626,-295.304,-68.458,0.040,0.058,90,,,0
Kepler-10e,19 02 43.0613,+50 14 28.701,14,14,0.010,0.010,90,A,O,2020yCat.1350....0G,5.370,-18.483,41.382,0.012,0.013,90,,,0
*  24 Sex b,10 23 28.3698,-00 54 08.092,14,14,0.023,0.021,90,A,O,2020yCat.1350....0G,13.640,64.840,-35.290,0.029,0.026,90,,,0
HD 351766b,20 12 46.8865,+18 06 17.402,14,14,0.016,0.013,90,A,O,2020yCat.1350....0G,3.948,16.532,-13.118,0.023,0.017,90,,,0
HD  73256b,08 36 23.0165,-30 02 15.446,14,14,0.012,0.016,90,A,O,2020yCat.1350....0G,27.244,-182.193,67.373,0.017,0.021,90,,,0
HD  41248c,06 00 32.7813,-56 09 42.597,14,14,0.012,0.013,90,A,O,2020yCat.1350....0G,18.114,126.043,59.134,0.016,0.015,90,,,0
*  94 Cet b,03 12 46.4365,-01 11 45.955,14,14,0.133,0.099,90,A,O,2020yCat.1350....0G,43.703,193.549,-68.888,0.151,0.110,90,,,0
Kepler-1035b,19 16 10.1265,+42 52 57.124,14,14,0.058,0.055,90,A,O,2018yCat.1345....0G,1.753,8.359,-8.237,0.123,0.110,90,,,0
Kepler-312c,19 53 34.9794,+42 27 35.128,14,14,0.011,0.013,90,A,O,2020yCat.1350....0G,1.274,3.619,3.087,0.015,0.016,90,,,0
K2-170c,22 21 48.1722,-14 35 35.841,14,14,0.014,0.014,90,A,O,2020yCat.1350....0G,2.542,-5.741,-15.340,0.017,0.016,90,,,0
Kepler-799c,19 08 41.9825,+44 52 42.672,10,10,47.000,37.000,90,B,O,2012yCat.1322....0Z,,-3.900,-7.000,6.800,6.300,90,,,0
Kepler-393c,19 23 58.8608,+45 11 32.002,14,14,0.016,0.018,90,A,O,2020yCat.1350....0G,1.084,-7.932,-8.145,0.021,0.022,90,,,0
Kepler-589c,18 42 33.9312,+47 45 07.014,14,14,0.015,0.015,90,A,O,2020yCat.1350....0G,1.599,8.234,25.472,0.019,0.019,90,,,0
HD 202696c,21 16 53.9536,+27 15 29.242,14,14,0.012,0.016,90,A,O,2020yCat.1350....0G,5.454,47.029,36.446,0.015,0.017,90,,,0
Kepler-1471c,19 18 39.5799,+50 01 12.158,14,14,0.021,0.023,90,A,O,2020yCat.1350....0G,0.998,0.074,4.011,0.026,0.028,90,,,0
Kepler-956b,19 30 07.4002,+49 03 42.227,14,14,0.009,0.011,90,A,O,2020yCat.1350....0G,1.835,-0.815,-17.300,0.013,0.014,90,,,0
BD-06  1077b,05 04 19.6323,-06 13 47.378,14,14,0.011,0.008,90,A,O,2020yCat.1350....0G,4.941,20.758,10.963,0.015,0.011,90,,,0
*  23 Lib c,15 13 28.6669,-25 18 33.653,14,14,0.022,0.026,90,A,O,2020yCat.1350....0G,38.195,-400.147,-75.253,0.026,0.027,90,,,0
WASP-32b,00 15 50.8077,+01 12 01.588,14,14,0.032,0.023,90,A,O,2020yCat.1350....0G,3.571,1.951,16.447,0.045,0.035,90,,,0
Kepler-372c,19 25 01.4896,+49 15 32.293,14,14,0.015,0.016,90,A,O,2020yCat.1350....0G,0.669,2.785,-9.651,0.023,0.022,90,,,0
Kepler-834b,19 08 13.0765,+45 10 49.296,14,14,0.024,0.029,90,A,O,2020yCat.1350....0G,1.585,-3.017,-5.808,0.032,0.033,90,,,0
BD+34  1976b,09 20 24.7145,+33 52 56.696,14,14,0.015,0.014,90,A,O,2020yCat.1350....0G,4.331,-2.275,-20.072,0.018,0.017,90,,,0
Kepler-108b,19 38 14.2463,+46 03 44.108,14,14,0.016,0.019,90,A,O,2020yCat.1350....0G,0.992,-1.403,-0.399,0.021,0.023,90,,,0
K2-18b,11 30 14.5177,+07 35 18.255,14,14,0.022,0.020,90,A,O,2020yCat.1350....0G,26.247,-80.479,-133.007,0.026,0.023,90,,,0
BD+20   518c,03 11 14.2301,+21 05 50.493,14,14,0.020,0.016,90,A,O,2020yCat.1350....0G,19.918,-3.757,-53.234,0.024,0.021,90,,,0
Kepler-816b,19 33 27.0762,+39 12 44.772,14,14,0.024,0.026,90,A,O,2020yCat.1350....0G,1.013,-0.233,0.608,0.032,0.035,90,,,0
NAME HU Aqr c,21 07 58.1944,-05 17 40.557,14,14,0.039,0.032,90,A,O,2020yCat.1350....0G,5.235,-64.579,-62.732,0.046,0.037,90,,,0
Kepler-422b,18 50 31.1172,+46 19 23.993,14,14,0.009,0.009,90,A,O,2020yCat.1350....0G,1.391,-3.497,-11.818,0.012,0.012,90,,,0
* rho01 Cnc e,08 52 35.8111,+28 19 50.954,14,14,0.030,0.020,90,A,O,2020yCat.1350....0G,79.448,-485.681,-233.517,0.040,0.037,90,,,0
TOI-128.01,05 18 05.3474,-80 57 52.485,14,14,0.015,0.016,90,A,O,2020yCat.1350....0G,14.657,-48.973,45.385,0.020,0.020,90,,,0
Kepler-70c,19 45 25.4745,+41 05 33.882,14,14,0.021,0.023,90,A,O,2020yCat.1350....0G,0.909,7.217,-3.148,0.029,0.030,90,,,0
Kepler-770c,19 05 57.7023,+38 22 29.693,14,14,0.013,0.015,90,A,O,2020yCat.1350....0G,1.059,5.882,-9.937,0.018,0.018,90,,,0
TOI-1842b,13 27 51.0619,+09 01 50.435,14,14,0.015,0.007,90,A,O,2020yCat.1350....0G,4.420,-23.655,-7.627,0.019,0.007,90,,,0
Kepler-116c,19 38 58.0982,+43 32 12.499,14,14,0.011,0.011,90,A,O,2020yCat.1350....0G,1.038,-2.616,-4.910,0.015,0.016,90,,,0
Kepler-1638b,19 41 55.7671,+48 31 27.999,14,14,0.014,0.019,90,A,O,2020yCat.1350....0G,0.646,-5.092,5.839,0.019,0.022,90,,,0
CD-26  2288b,05 33 04.6005,-26 43 28.268,14,14,0.009,0.012,90,A,O,2020yCat.1350....0G,30.652,16.886,150.779,0.012,0.015,90,,,0
Kepler-109b,19 21 34.2534,+40 17 05.498,14,14,0.007,0.009,90,A,O,2020yCat.1350....0G,2.093,-7.651,10.827,0.010,0.011,90,,,0
TOI-332.01,23 12 14.0960,-44 52 34.767,14,14,0.024,0.056,90,A,O,2018yCat.1345....0G,4.460,35.906,-37.390,0.058,0.096,90,,,0
TOI-125b,01 34 22.7341,-66 40 32.951,14,14,0.010,0.009,90,A,O,2020yCat.1350....0G,9.062,-119.550,-123.030,0.013,0.011,90,,,0
Kepler-1258b,19 01 37.1912,+49 59 40.998,14,14,0.011,0.012,90,A,O,2020yCat.1350....0G,1.396,1.302,22.515,0.014,0.014,90,,,0
HD 221585b,23 32 54.0463,+63 09 19.734,14,14,0.014,0.013,90,A,O,2020yCat.1350....0G,17.924,439.114,30.784,0.017,0.016,90,,,0
Kepler-213b,19 23 17.8053,+44 38 49.860,14,14,0.010,0.011,90,A,O,2020yCat.1350....0G,1.595,0.642,23.131,0.013,0.014,90,,,0
K2-64b,22 09 39.2712,-11 25 43.420,14,14,0.020,0.023,90,A,O,2020yCat.1350....0G,2.041,49.521,13.779,0.028,0.027,90,,,0
WASP-47b,22 04 48.7261,-12 01 07.998,14,14,0.017,0.019,90,A,O,2020yCat.1350....0G,3.701,15.074,-41.467,0.020,0.020,90,,,0
CoRoT-14b,06 53 41.8087,-05 32 09.683,14,14,0.032,0.032,90,A,O,2020yCat.1350....0G,0.501,-0.208,-3.570,0.040,0.038,90,,,0
Kepler-292c,19 43 03.8774,+42 25 27.449,14,14,0.024,0.027,90,A,O,2020yCat.1350....0G,0.920,7.142,-2.176,0.032,0.033,90,,,0
Kepler-672b,19 26 53.2825,+49 28 51.058,14,14,0.017,0.018,90,A,O,2020yCat.1350....0G,0.908,-1.724,-0.074,0.021,0.023,90,,,0
*  54 Psc b,00 39 21.8053,+21 15 01.712,14,14,0.037,0.016,90,A,O,2020yCat.1350....0G,90.025,-461.948,-369.624,0.068,0.025,90,,,0
HAT-P-5b,18 17 37.3126,+36 37 17.170,14,14,0.008,0.010,90,A,O,2020yCat.1350....0G,3.218,11.925,5.904,0.011,0.014,90,,,0
Kepler-164e,19 11 07.3972,+47 37 47.634,14,14,0.013,0.013,90,A,O,2020yCat.1350....0G,1.086,-1.641,-12.337,0.018,0.018,90,,,0
Kepler-1984b,19 25 08.4101,+40 43 48.095,14,14,1.329,1.673,90,C,O,2020yCat.1350....0G,,,,,,0,,,0
NAME CI Tau b,04 33 52.0143,+22 50 30.094,14,14,0.019,0.012,90,A,O,2020yCat.1350....0G,6.238,8.942,-17.079,0.024,0.020,90,,,0
BD+38  2917b,17 20 27.8781,+38 14 31.908,14,14,0.009,0.010,90,A,O,2020yCat.1350....0G,4.447,2.350,-6.679,0.012,0.013,90,,,0
EPIC 212435047.01,13 28 31.3708,-14 07 34.642,14,14,0.012,0.009,90,A,O,2020yCat.1350....0G,2.696,12.624,7.017,0.015,0.010,90,,,0
Kepler-62f,18 52 51.0518,+45 20 59.399,14,14,0.011,0.011,90,A,O,2020yCat.1350....0G,3.321,-25.120,-31.141,0.014,0.013,90,,,0
Kepler-357d,19 24 58.3358,+44 00 31.348,14,14,0.022,0.023,90,A,O,2020yCat.1350....0G,1.409,-15.289,-17.206,0.031,0.032,90,,,0
Kepler-1801b,19 40 39.3568,+39 12 05.075,14,14,0.015,0.016,90,A,O,2020yCat.1350....0G,1.161,4.066,-1.743,0.020,0.021,90,,,0
Kepler-498b,19 21 25.9566,+44 31 07.442,14,14,0.012,0.013,90,A,O,2020yCat.1350....0G,1.071,1.046,-2.682,0.016,0.017,90,,,0
HD 147873b,16 25 45.1544,-33 34 01.644,14,14,0.028,0.017,90,A,O,2020yCat.1350....0G,9.080,-18.685,-22.798,0.036,0.025,90,,,0
CD-38  2551b,06 17 20.7484,-38 19 23.754,14,14,0.010,0.010,90,A,O,2020yCat.1350....0G,3.461,-17.469,-27.292,0.013,0.013,90,,,0
NAME EWS 2005-BLG-071b,17 50 09.77,-34 40 23.5,6,6,,,0,D,,,,,,,,0,,,0
Kepler-462b,19 59 17.0778,+43 48 51.412,14,14,0.010,0.012,90,A,O,2020yCat.1350....0G,1.634,-1.274,-0.470,0.014,0.016,90,,,0
Kepler-1220b,19 48 16.8891,+42 58 39.913,14,14,0.024,0.027,90,A,O,2020yCat.1350....0G,1.065,4.506,-3.287,0.033,0.037,90,,,0
Kepler-42b,19 28 52.5688,+44 37 08.989,14,14,0.017,0.019,90,A,O,2020yCat.1350....0G,24.934,93.074,-417.393,0.024,0.025,90,,,0
Kepler-106b,20 03 27.3499,+44 20 15.191,14,14,0.012,0.013,90,A,O,2020yCat.1350....0G,2.260,7.975,-0.849,0.016,0.015,90,,,0
Kepler-340c,19 43 44.0327,+40 18 02.006,14,14,0.011,0.012,90,A,O,2020yCat.1350....0G,1.159,0.182,-1.348,0.014,0.015,90,,,0
K2-249b,12 13 28.0067,-08 59 42.726,14,14,0.018,0.017,90,A,O,2020yCat.1350....0G,1.899,9.114,-6.750,0.023,0.022,90,,,0
TOI-1799.01,11 08 55.9108,+34 18 11.485,14,14,0.014,0.015,90,A,O,2020yCat.1350....0G,16.069,-8.940,-40.735,0.015,0.018,90,,,0
Kepler-186d,19 54 36.6535,+43 57 18.025,14,14,0.014,0.016,90,A,O,2020yCat.1350....0G,5.634,2.171,-4.363,0.018,0.020,90,,,0
Kepler-1396b,19 37 20.7429,+44 55 05.870,14,14,0.014,0.014,90,A,O,2020yCat.1350....0G,0.896,-5.785,-15.726,0.020,0.019,90,,,0
HD 219828c,23 18 46.7341,+18 38 44.619,14,14,0.020,0.016,90,A,O,2020yCat.1350....0G,13.787,-5.010,5.758,0.028,0.022,90,,,0
Kepler-798b,19 29 54.7747,+42 08 32.146,14,14,0.012,0.013,90,A,O,2020yCat.1350....0G,1.005,8.696,4.453,0.016,0.016,90,,,0
Kepler-1115b,19 39 58.0257,+40 08 39.826,14,14,0.012,0.015,90,A,O,2020yCat.1350....0G,0.920,-0.266,0.029,0.016,0.019,90,,,0
Kepler-614b,19 53 32.3597,+46 16 33.690,14,14,0.013,0.015,90,A,O,2020yCat.1350....0G,1.870,8.733,-8.919,0.017,0.020,90,,,0
HATS-44b,05 37 18.4239,-27 58 21.275,14,14,0.010,0.011,90,A,O,2020yCat.1350....0G,2.271,-2.195,0.190,0.012,0.015,90,,,0
TOI-4562c,07 28 02.4279,-63 31 04.166,14,14,0.012,0.009,90,A,O,2020yCat.1350....0G,2.881,-5.899,10.491,0.015,0.011,90,,,0
Kepler-639b,19 28 44.8456,+41 43 37.352,14,14,0.009,0.010,90,A,O,2020yCat.1350....0G,1.189,-5.162,-22.818,0.012,0.012,90,,,0
CoRoT-7b,06 43 49.4690,-01 03 46.826,14,14,0.013,0.012,90,A,O,2020yCat.1350....0G,6.268,10.984,-0.040,0.017,0.015,90,,,0
K2-133e,04 40 35.6391,+25 00 36.048,14,14,0.015,0.009,90,A,O,2020yCat.1350....0G,13.267,185.487,-46.418,0.021,0.013,90,,,0
WASP-47c,22 04 48.7261,-12 01 07.998,14,14,0.017,0.019,90,A,O,2020yCat.1350....0G,3.701,15.074,-41.467,0.020,0.020,90,,,0
Kepler-742b,18 55 27.8388,+46 47 22.566,14,14,0.019,0.020,90,A,O,2020yCat.1350....0G,2.013,-4.408,11.702,0.025,0.025,90,,,0
Kepler-1468d,19 34 04.7695,+41 16 38.699,14,14,0.016,0.019,90,A,O,2020yCat.1350....0G,0.511,-7.740,-11.470,0.022,0.025,90,,,0
BD-19  4173b,15 39 25.8625,-20 11 55.770,14,14,0.021,0.014,90,A,O,2020yCat.1350....0G,3.713,27.043,-16.820,0.027,0.018,90,,,0
BD-15  6290e,22 53 16.7325,-14 15 49.304,14,14,0.034,0.026,90,A,O,2020yCat.1350....0G,214.038,957.715,-673.601,0.041,0.031,90,,,0
Kepler-1158b,19 28 56.1391,+41 34 30.718,14,14,0.009,0.011,90,A,O,2020yCat.1350....0G,0.669,-1.468,-3.832,0.012,0.013,90,,,0
Kepler-881b,19 15 58.2187,+46 40 14.636,14,14,0.019,0.021,90,A,O,2020yCat.1350....0G,0.668,-4.033,-18.845,0.025,0.027,90,,,0
HD  42618b,06 12 00.5668,+06 46 59.057,14,14,0.019,0.018,90,A,O,2020yCat.1350....0G,40.976,197.247,-254.867,0.023,0.019,90,,,0
HD 191939d,20 08 05.7551,+66 51 02.076,14,14,0.012,0.013,90,A,O,2020yCat.1350....0G,18.697,150.194,-63.988,0.015,0.017,90,,,0
Kepler-198d,19 22 41.5540,+38 41 27.586,14,14,0.009,0.012,90,A,O,2020yCat.1350....0G,2.002,-1.676,1.941,0.012,0.014,90,,,0
Kepler-776b,19 09 05.4318,+41 38 08.048,14,14,0.019,0.021,90,A,O,2020yCat.1350....0G,1.319,-3.633,7.421,0.025,0.028,90,,,0
YSES 2b,11 27 55.3546,-66 26 04.499,14,14,0.026,0.025,90,A,O,2018yCat.1345....0G,9.111,-34.021,2.227,0.052,0.042,90,,,0
HD 203771b,21 25 01.8351,-23 19 07.999,14,14,0.169,0.119,90,A,O,2020yCat.1350....0G,17.726,119.927,-153.197,0.205,0.160,90,,,0
HD  88072b,10 09 23.4291,+02 22 15.895,14,14,0.030,0.030,90,A,O,2020yCat.1350....0G,27.818,-202.983,-6.533,0.042,0.042,90,,,0
Kepler-1524b,19 35 32.4923,+39 31 11.304,14,14,0.008,0.009,90,A,O,2020yCat.1350....0G,2.608,-5.201,6.485,0.011,0.011,90,,,0
NAME G 268-38c,00 44 59.3309,-15 16 17.542,14,14,0.036,0.022,90,A,O,2020yCat.1350....0G,66.829,318.152,-596.623,0.049,0.054,90,,,0
HD  27196b,04 16 44.1893,-26 45 57.260,14,14,0.008,0.011,90,A,O,2020yCat.1350....0G,17.405,-25.766,-116.434,0.010,0.015,90,,,0
Kepler-660b,19 12 33.1868,+47 43 28.109,14,14,0.020,0.022,90,A,O,2020yCat.1350....0G,1.757,3.094,20.750,0.027,0.026,90,,,0
Kepler-1073b,19 36 36.6479,+38 13 58.945,14,14,0.013,0.014,90,A,O,2020yCat.1350....0G,1.205,4.751,11.173,0.017,0.018,90,,,0
