source_id,ra,dec,parallax,pmra,pmdec
5937144575621790336,251.49798998647356,-50.748044331018555,0.7165734937473294,-6.790714277989531,-8.935220705390494
5937144575621805440,251.50461305371303,-50.74228396887078,-0.4033495259985551,-3.184184432624704,-3.369010762363316
5937144575621806720,251.5048298303233,-50.74130749909037,0.3640236100473217,-1.200731094928111,-4.253949832780681
5937144575621809152,251.50147526360857,-50.74381218917823,,,
5937144575621812864,251.49721262080809,-50.74478977017335,0.27745916053600733,1.3526103828757459,-5.259221686755524
5937144575621822720,251.4991916517862,-50.741920019615364,,,
5937144575621823232,251.50044396980238,-50.74123460388889,-4.555269493360287,-2.3976533216313856,-1.6022830306726776
5937144575621827328,251.4961884656766,-50.74256246899831,1.3728285207791977,0.9100147851745468,-2.931172865614819
5937144575621830144,251.5004222273299,-50.74042467508758,0.688900680904378,-2.2731766141516783,-4.320477147276699
5937144575621835136,251.50113323245907,-50.73898281019089,-0.3562400955008345,-3.711612807558804,-6.814123711476981
5937144575621842944,251.4998270810454,-50.73820464284326,0.46436365636784166,-5.1495015930077885,-5.892053311873701
5937144575623160320,251.5102918248969,-50.75341927684859,1.6248284129489106,-2.8523551862379173,-4.48032646881561
5937081658638092288,251.5742422383547,-51.592108225602345,0.10059638727063414,-2.860353956199754,-5.508600542344954
5937081658638125056,251.58032101857398,-51.59636460244746,-0.3455912716073952,-2.0076858312923496,-5.151429369781431
5937081658650461568,251.57541079951224,-51.59084640209046,0.4665745100305003,-1.5043990679194859,-5.842726949407819
5937081658650467072,251.58130071276187,-51.596020267960895,-0.07489972220046703,-3.371570849551389,-5.303425380278048
5937081662906044032,251.56643698383036,-51.596090905866525,-0.32262752991146243,-2.8551924103012256,-7.131610454532654
5937081662906183680,251.58559162542082,-51.60553895584789,-0.044133491087892246,-4.125274233788374,0.5790831656253983
5937081662906189184,251.58249367672607,-51.60509436489543,0.21836072747909765,-3.8289774806856123,-8.08870786446537
5937081662906191360,251.58565972196632,-51.60269370679977,0.06854264870968135,-6.244779430228533,-6.777275028736504
5937081662906192256,251.5869496728676,-51.601955006917734,0.13150498320451123,-4.410352481738272,-4.394250707585804
5937081662906193792,251.58709733789763,-51.60116095183956,-0.4194547037751122,-4.595124142201044,-4.165017417528516
5937081662906199296,251.58163494656938,-51.60210304627553,-0.14221619459233575,-2.387191612148871,-3.023514128894667
5937081662906201088,251.58401107740275,-51.60036002662423,0.34376240426925947,-3.796903717239842,-4.454851231110454
5937081662906201472,251.58227305358733,-51.60106725683825,0.10197185953160916,-4.642617568652384,-6.231177594065278
5937081662906201600,251.5872339967691,-51.59853425839097,-0.008954540317670056,-5.83010918677696,-5.014506080581829
5937081662997000576,251.58464473609573,-51.5921971752704,,,
5937112483608462208,251.15275430961503,-51.093715451896436,-1.6678006953111406,-3.876457863110044,-6.67380776382692
5937112483608462976,251.15858401321285,-51.09194506572506,-0.5033078384629294,-2.932327215818014,-6.914442949922756
5937112483608463872,251.14890667063634,-51.09312331983394,,,
5937112483608468608,251.14984279362324,-51.08847860240244,0.8497219177655512,-1.375686432679168,-2.9768847702173815
5937112483608468864,251.15155000249945,-51.08793051388263,,,
5937112483608995200,251.14949489616194,-51.08920076041329,,,
5937112483609005696,251.15573190504884,-51.094143387123765,,,
5937112483609014400,251.15604336492183,-51.09882265850472,,,
5937112483609018112,251.16017000827023,-51.100358103265236,,,
5937112483609024128,251.16651661601307,-51.102135228527,,,
5937112483609028736,251.16410268212675,-51.10573564321748,,,
5937112483609795328,251.15339327545576,-51.09775248805881,,,
5937112483610252672,251.16105634875382,-51.106026317884364,,,
5937112483684388864,251.16340127169096,-51.10814683952162,0.41910775696034364,-7.1050868402463285,-7.941440511854939
5937112483684393472,251.16200742839177,-51.105857226322904,0.39772817199709687,-0.4781561905450992,-3.047153696304639
5937112483684394880,251.1682247890453,-51.10197870449336,0.42068272960348624,0.11092579649934789,-0.2946340058607776
5937112483684400896,251.160032956833,-51.10209839521629,0.2992205983548756,-2.022639133906101,-5.88292193635113
5937173575285363072,250.19872665894488,-51.56765300969882,0.45899888864740235,-5.398450302115886,-7.192297166059815
5937173575285369600,250.19025368409763,-51.56688751449076,1.0142726649415592,2.5140979668357706,0.5926033921926206
5937173575285371648,250.19121937146548,-51.56413542842615,0.3843978922249807,0.2860405492759086,-7.3811180445971685
5937173575285372032,250.19412822023347,-51.56305662192289,0.30766499853165574,-0.6218968545189385,-0.25606815959338286
5937173575285372544,250.1885908608916,-51.56548066733471,0.6923382832429948,-9.43483586651105,-3.143414538348825
5937173575285374080,250.19222716806652,-51.56269794619785,0.6341527024251286,-3.2026102914193397,-5.545018914638739
5937173575285592064,250.2037391165238,-51.56870266592952,0.21167802264553126,-4.465479835427973,-4.803302537526252
5937173575285593088,250.20021770948236,-51.563781187639584,1.6058208631481294,-7.200597169416041,-3.946352514124783
5937173575285666816,250.2059292111797,-51.581765244637396,1.2423925507256612,-4.034842186682901,-1.2173081944421789
